feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13
0.6827794561933532,0.2430830039525692,0.7058823529411765,0.31958762886597947,0.34782608695652173,0.795275590551181,0.609704641350211,0.3396226415094339,0.3943217665615142,0.4027303754266211,0.47967479674796754,0.6487603305785123,0.8464163822525598,1.0
0.9879154078549851,0.233201581027668,0.7272727272727274,0.48453608247422686,0.5434782608695652,0.716535433070866,0.5907172995780591,0.3773584905660377,0.4921135646687697,0.4197952218430034,0.47967479674796754,0.5702479338842975,0.8549488054607509,1.0
0.8006042296072506,0.21541501976284588,0.53475935828877,0.3402061855670103,0.3695652173913043,0.5669291338582676,0.4957805907172995,0.5471698113207546,0.4921135646687697,0.21843003412969278,0.6097560975609756,0.6611570247933884,0.6075085324232082,1.0
0.9154078549848944,0.27865612648221344,0.6684491978609625,0.36082474226804134,0.5543478260869565,0.6377952755905512,0.45780590717299574,0.3396226415094339,0.26498422712933756,0.3216723549488054,0.47154471544715454,0.9545454545454546,0.8677474402730375,1.0
0.9637462235649549,0.18972332015810278,0.5026737967914437,0.2938144329896908,0.5217391304347826,0.8740157480314961,0.561181434599156,0.2452830188679245,0.5110410094637223,0.43515358361774736,0.37398373983739835,0.8429752066115703,0.590443686006826,1.0
0.9274924471299092,0.2529644268774704,0.5561497326203207,0.42268041237113413,0.358695652173913,0.6968503937007874,0.5443037974683543,0.3584905660377358,0.6214511041009463,0.4197952218430034,0.47967479674796754,0.6115702479338843,0.6672354948805461,1.0
0.8549848942598185,0.1205533596837945,0.48663101604278075,0.2783505154639176,0.30434782608695654,0.7874015748031495,0.5928270042194093,0.16981132075471694,0.45425867507886436,0.5068259385665528,0.43089430894308944,0.9421487603305785,0.6544368600682594,1.0
0.6102719033232631,0.1798418972332016,0.6363636363636362,0.3814432989690722,0.30434782608695654,0.578740157480315,0.4409282700421941,0.3018867924528301,0.3249211356466877,0.2534129692832764,0.5203252032520326,0.512396694214876,0.7056313993174061,1.0
0.9577039274924469,0.20158102766798422,0.5828877005347595,0.23711340206185566,0.45652173913043476,0.9015748031496063,0.6434599156118144,0.39622641509433965,0.4921135646687697,0.46672354948805456,0.4634146341463415,0.6528925619834711,1.0,1.0
0.8277945619335346,0.22924901185770752,0.7058823529411765,0.3350515463917527,0.4891304347826087,0.795275590551181,0.5168776371308017,0.490566037735849,0.40063091482649843,0.42832764505119447,0.5284552845528454,0.6859504132231405,0.9360068259385665,1.0
0.4048338368580059,0.03952569169960474,0.0,0.0,0.19565217391304346,0.39370078740157477,0.04852320675105483,0.2830188679245283,0.003154574132492116,0.057167235494880536,0.4634146341463415,0.2272727272727273,0.20648464163822525,0.0
0.39274924471299105,0.07114624505928857,0.4919786096256683,0.2783505154639176,0.33695652173913043,0.42125984251968496,0.1582278481012658,0.9433962264150942,0.0,0.16979522184300339,0.6260162601626016,0.16528925619834708,0.3430034129692833,0.0
0.48640483383685823,0.12252964426877475,0.3529411764705882,0.31958762886597947,0.32608695652173914,0.4094488188976378,0.2257383966244725,0.7547169811320754,0.06624605678233439,0.3813993174061433,0.4065040650406504,0.13223140495867772,0.14675767918088736,0.0
0.797583081570997,0.10079051383399211,0.29946524064171115,0.3814432989690722,0.2608695652173913,0.4409448818897638,0.3059071729957806,0.3584905660377358,0.10094637223974763,0.21501706484641633,0.6097560975609756,0.4917355371900826,0.3003412969283277,0.0
0.4048338368580059,0.07707509881422923,0.4278074866310161,0.43298969072164956,0.18478260869565216,0.9921259842519684,0.5822784810126582,0.11320754716981131,0.4605678233438486,0.2704778156996587,0.6016260162601625,0.6611570247933884,0.12116040955631399,0.0
0.3444108761329306,0.14031620553359686,0.6256684491978608,0.43298969072164956,0.3695652173913043,0.358267716535433,0.2974683544303797,0.6037735849056604,0.19558359621451107,0.14249146757679182,0.7886178861788617,0.39669421487603307,0.06569965870307168,0.0
0.4048338368580059,0.09288537549407115,0.6417112299465241,0.38659793814433,0.30434782608695654,0.5669291338582676,0.48734177215189867,0.45283018867924524,0.526813880126183,0.28327645051194533,0.5772357723577235,0.4256198347107437,0.3412969283276451,0.0
0.6283987915407854,0.053359683794466414,0.18181818181818174,0.22680412371134023,0.08695652173913043,0.7874015748031495,0.5991561181434599,0.2452830188679245,0.5899053627760251,0.3430034129692832,0.5203252032520326,0.7892561983471075,0.19112627986348124,0.0
0.4048338368580059,0.08498023715415019,0.29946524064171115,0.463917525773196,0.08695652173913043,0.44488188976377946,0.35021097046413496,0.2641509433962264,0.19873817034700317,0.2901023890784982,0.5203252032520326,0.9132231404958677,0.19795221843003413,0.0
0.6978851963746223,0.03952569169960474,0.53475935828877,0.3298969072164949,0.43478260869565216,0.6102362204724409,0.20253164556962022,0.7924528301886793,0.003154574132492116,0.16126279863481227,0.43902439024390244,0.2727272727272727,0.40273037542662116,0.0
0.356495468277946,0.08893280632411067,0.20855614973262027,0.31958762886597947,0.8804347826086957,0.3425196850393701,0.1983122362869198,0.0188679245283019,0.6593059936908516,0.13395904436860068,0.6504065040650406,0.743801652892562,0.37542662116040953,0.0
0.38066465256797566,0.17193675889328067,0.4545454545454545,0.5051546391752577,0.358695652173913,0.04724409448818902,0.14345991561181431,0.45283018867924524,0.3312302839116719,0.1510238907849829,0.3463414634146342,0.2272727272727273,0.5051194539249146,0.0
0.8549848942598185,0.15217391304347827,0.7005347593582887,0.7422680412371134,0.17391304347826086,0.7755905511811024,0.5316455696202531,0.15094339622641506,0.4605678233438486,0.1791808873720136,0.7154471544715448,0.7809917355371901,0.11262798634812286,0.0
0.743202416918429,0.18181818181818182,0.47058823529411775,0.6907216494845362,0.18478260869565216,0.35433070866141725,0.3164556962025316,0.2641509433962264,0.19558359621451107,0.2098976109215017,0.4065040650406504,0.6239669421487603,0.16552901023890784,0.0
0.5921450151057402,0.18379446640316208,0.6631016042780749,1.0,0.75,0.9133858267716534,0.5379746835443038,0.15094339622641506,0.4889589905362776,0.17662116040955633,0.6747967479674797,0.9214876033057852,0.6032423208191127,0.0
0.2809667673716016,0.06916996047430833,0.5026737967914437,0.5360824742268042,0.33695652173913043,0.9448818897637794,0.37974683544303794,0.0,0.39116719242902204,0.16467576791808872,0.4146341463414634,0.768595041322314,0.5187713310580205,0.0
0.1903323262839881,0.22529644268774704,0.29946524064171115,0.2783505154639176,0.2934782608695652,0.24803149606299216,0.25949367088607594,0.39622641509433965,0.2334384858044164,0.21501706484641633,0.6097560975609756,0.35950413223140504,0.12798634812286688,0.0
0.6042296072507551,0.031620553359683806,0.18716577540106946,0.2783505154639176,0.17391304347826086,0.3818897637795275,0.3565400843881856,0.2075471698113207,0.3312302839116719,0.28327645051194533,0.5772357723577235,0.5,0.09726962457337884,0.0
0.244712990936556,0.4249011857707511,0.4652406417112299,0.3814432989690722,0.45652173913043476,0.29133858267716534,0.20675105485232065,0.5660377358490565,0.17034700315457413,0.1168941979522184,0.39024390243902435,0.5165289256198348,0.18941979522184302,0.0
0.39274924471299105,0.049407114624505935,0.31550802139037426,0.2164948453608248,0.717391304347826,0.3622047244094488,0.3185654008438818,0.4150943396226414,0.7413249211356465,0.18088737201365188,0.47154471544715454,0.4297520661157025,0.40273037542662116,0.0
0.5045317220543806,0.6185770750988143,0.5561497326203207,0.6391752577319588,0.33695652173913043,0.7283464566929133,0.4662447257383966,0.5660377358490565,0.48580441640378547,0.1100682593856655,0.5772357723577235,0.768595041322314,0.15784982935153583,0.0
0.2930513595166164,0.035573122529644285,0.3422459893048128,0.43298969072164956,0.17391304347826086,0.5669291338582676,0.4050632911392404,0.320754716981132,0.3217665615141956,0.10409556313993173,0.7317073170731706,0.7644628099173554,0.0,0.0
0.5105740181268885,0.2114624505928854,0.4491978609625669,0.42268041237113413,0.17391304347826086,0.4803149606299213,0.46202531645569617,0.2452830188679245,0.42902208201892744,0.2235494880546075,0.5528455284552845,0.7727272727272728,0.3720136518771331,0.0
0.31722054380664666,0.07707509881422923,0.6149732620320855,0.6907216494845362,0.08695652173913043,0.40157480314960625,0.26160337552742613,0.5094339622641509,0.31230283911671924,0.07849829351535836,0.6747967479674797,0.5991735537190084,0.3003412969283277,0.0
0.6102719033232631,0.6166007905138341,0.5133689839572192,0.6134020618556701,0.16304347826086957,0.2637795275590551,0.26371308016877637,0.9056603773584905,0.38170347003154576,0.30034129692832756,0.2926829268292683,0.3057851239669421,0.2022184300341297,0.0
0.244712990936556,0.029644268774703567,0.6524064171122995,0.3814432989690722,0.2608695652173913,0.4803149606299213,0.3945147679324894,0.16981132075471694,0.61198738170347,0.1510238907849829,0.2520325203252033,0.7479338842975207,0.20648464163822525,0.0
0.4954682779456194,0.047430830039525695,0.47058823529411775,0.3814432989690722,0.31521739130434784,0.4803149606299213,0.3375527426160337,0.320754716981132,0.3312302839116719,0.11433447098976109,0.6097560975609756,0.7809917355371901,0.14675767918088736,0.0
0.3413897280966769,0.17193675889328067,0.5080213903743316,0.6288659793814434,0.21739130434782608,0.31496062992125984,0.28481012658227844,0.5660377358490565,0.3627760252365931,0.09982935153583618,0.6910569105691058,0.409090909090909,0.18515358361774745,0.0
0.18731117824773438,0.18379446640316208,0.6737967914438503,0.7938144329896908,0.19565217391304346,0.37007874015748027,0.26793248945147674,0.5094339622641509,0.29337539432176657,0.11262798634812286,0.7154471544715448,0.8016528925619835,0.24232081911262798,0.0
0.1842900302114807,0.26086956521739135,0.588235294117647,0.5670103092783506,0.15217391304347827,0.3818897637795275,0.28481012658227844,0.6603773584905659,0.2965299684542587,0.12969283276450508,0.42276422764227645,0.6115702479338843,0.3430034129692833,0.0
0.31722054380664666,0.11660079051383403,0.5026737967914437,0.6701030927835053,0.0,0.4803149606299213,0.26371308016877637,0.5471698113207546,0.305993690851735,0.039249146757679175,0.47967479674796754,0.8016528925619835,0.2960750853242321,0.0
0.31722054380664666,0.21541501976284588,0.5133689839572192,0.4072164948453609,0.11956521739130435,0.2440944881889764,0.24472573839662443,0.7358490566037735,0.38801261829652994,0.09556313993174059,0.48780487804878053,0.4132231404958678,0.17235494880546076,0.0
0.2930513595166164,0.15217391304347827,0.5668449197860962,0.5876288659793815,0.17391304347826086,0.18503937007874013,0.19198312236286916,0.6981132075471698,0.38485804416403785,0.19795221843003413,0.4634146341463415,0.5702479338842975,0.14675767918088736,0.0
0.5015105740181268,0.15612648221343875,0.4812834224598929,0.520618556701031,0.10869565217391304,0.15748031496062986,0.23628691983122357,0.8490566037735847,0.38170347003154576,0.1510238907849829,0.39024390243902435,0.32644628099173556,0.18515358361774745,0.0
0.38066465256797566,0.41304347826086957,0.4598930481283423,0.3814432989690722,0.19565217391304346,0.578740157480315,0.40295358649789026,0.22641509433962262,0.49842271293375395,0.07423208191126278,0.5447154471544715,0.8388429752066116,0.010238907849829351,0.0
0.1782477341389727,0.24703557312252966,0.4919786096256683,0.3814432989690722,0.30434782608695654,0.8031496062992125,0.4050632911392404,0.07547169811320756,0.2965299684542587,0.16808873720136516,0.5528455284552845,0.6983471074380165,0.05716723549488055,0.0
0.43504531722054407,0.15415019762845852,0.4491978609625669,0.43298969072164956,1.0,0.5984251968503936,0.4071729957805907,0.3584905660377358,0.9053627760252364,0.11262798634812286,0.5528455284552845,0.5619834710743802,0.5622866894197952,0.0
0.23564954682779485,0.27272727272727276,0.7379679144385027,0.5618556701030929,0.6956521739130435,0.2440944881889764,0.13713080168776368,0.0188679245283019,0.3627760252365931,0.10409556313993173,0.38211382113821135,0.409090909090909,0.2960750853242321,0.0
0.38066465256797566,0.1324110671936759,0.33155080213903737,0.2783505154639176,0.16304347826086957,0.6181102362204723,0.45569620253164556,0.3018867924528301,0.42902208201892744,0.13822525597269622,0.6097560975609756,0.6074380165289257,0.12798634812286688,0.0
0.4048338368580059,0.06521739130434785,0.39572192513368987,0.4072164948453609,0.19565217391304346,0.9999999999999999,0.7194092827004219,0.2075471698113207,0.48580441640378547,0.27474402730375425,0.4552845528455285,0.6198347107438017,0.32593856655290104,0.0
0.38066465256797566,0.48023715415019763,0.4545454545454545,0.3814432989690722,0.19565217391304346,0.7362204724409449,0.559071729957806,0.6037735849056604,0.7570977917981072,0.08703071672354946,0.7642276422764227,0.6446280991735538,0.10921501706484642,0.0
0.31722054380664666,0.2648221343873518,0.18181818181818174,0.3556701030927836,0.2934782608695652,0.49212598425196846,0.38607594936708856,0.2452830188679245,0.31230283911671924,0.1723549488054607,0.6422764227642277,0.6983471074380165,0.36860068259385664,0.0
0.4743202416918429,0.11857707509881427,0.28877005347593576,0.4072164948453609,0.19565217391304346,0.18503937007874013,0.2151898734177215,0.3018867924528301,0.2965299684542587,0.09982935153583618,0.4552845528455285,0.6198347107438017,0.24232081911262798,0.0
0.39577039274924475,0.33794466403162066,0.588235294117647,0.5360824742268042,0.30434782608695654,0.6220472440944882,0.3734177215189873,0.39622641509433965,0.28391167192429023,0.12969283276450508,0.2601626016260163,0.871900826446281,0.13651877133105803,0.0
0.23867069486404857,0.19367588932806326,0.2780748663101603,0.4587628865979382,0.17391304347826086,0.5984251968503936,0.27426160337552735,0.45283018867924524,0.31861198738170343,0.06655290102389078,0.37398373983739835,0.4834710743801653,0.11689419795221843,0.0
0.4471299093655589,0.19565217391304351,0.33155080213903737,0.5103092783505155,0.16304347826086957,0.4803149606299213,0.33333333333333326,0.3584905660377358,0.33753943217665616,0.14163822525597267,0.4552845528455285,0.9504132231404958,0.3361774744027304,0.0
0.419939577039275,0.3577075098814229,0.48663101604278075,0.5876288659793815,0.21739130434782608,0.2755905511811023,0.3164556962025316,1.0,0.31861198738170343,0.12116040955631399,0.3089430894308943,0.8388429752066116,0.031569965870307165,0.0
0.3685800604229608,0.19565217391304351,0.40641711229946526,0.43298969072164956,0.10869565217391304,0.2637795275590551,0.3565400843881856,0.45283018867924524,0.38485804416403785,0.18088737201365188,0.42276422764227645,0.7851239669421487,0.19795221843003413,0.0
0.5105740181268885,0.19960474308300397,0.4919786096256683,0.6134020618556701,0.15217391304347827,0.15748031496062986,0.2995780590717299,0.6603773584905659,0.38485804416403785,0.1723549488054607,0.3252032520325203,0.4752066115702479,0.17918088737201365,0.0
